age	workclass	fnlwgt	education	education.num	marital.status	occupation	relationship	race	sex	capital.gain	capital.loss	hours.per.week	native.country	income
32.43360071	State-gov	166481.7086	Bachelors	9.93921826	Divorced	Protective-serv	Not-in-family	White	Female	2185.689285	36.14239714	40.76687733	United-States	<=50K
32.4308789	Private	166473.7538	Some-college	9.939150134	Never-married	Other-service	Not-in-family	White	Female	2186.265916	36.13285398	40.76714513	United-States	<=50K
32.42815709	Private	166465.7989	HS-grad	9.939082008	Married-civ-spouse	Sales	Wife	White	Female	2186.842546	36.12331083	40.76741293	United-States	<=50K
32.42543528	Private	166457.8441	HS-grad	9.939013882	Married-civ-spouse	Craft-repair	Husband	White	Male	2187.419177	36.11376768	40.76768072	United-States	>50K
32.42271346	Private	166449.8893	11th	9.938945756	Never-married	Other-service	Other-relative	White	Female	2187.995808	36.10422452	40.76794852	United-States	<=50K
32.41999165	Private	166441.9344	Bachelors	9.938877629	Never-married	Exec-managerial	Own-child	White	Female	2188.572439	36.09468137	40.76821632	United-States	<=50K
32.41726984	Private	166433.9796	HS-grad	9.938809503	Married-civ-spouse	Other-service	Wife	White	Female	2189.149069	36.08513822	40.76848412	United-States	>50K
32.41454803	Local-gov	166426.0247	HS-grad	9.938741377	Divorced	Adm-clerical	Not-in-family	White	Female	2189.7257	36.07559506	40.76875191	United-States	<=50K
32.41182621	Self-emp-not-inc	166418.0699	Bachelors	9.938673251	Never-married	Adm-clerical	Own-child	White	Male	2190.302331	36.06605191	40.76901971	United-States	>50K
32.4091044	State-gov	166410.115	Masters	9.938605125	Divorced	Prof-specialty	Not-in-family	White	Female	2190.878962	36.05650876	40.76928751	United-States	<=50K
32.40638259	Private	166402.1602	HS-grad	9.938536998	Married-civ-spouse	Other-service	Husband	White	Male	2191.455593	36.0469656	40.7695553	United-States	<=50K
32.40366078	Private	166394.2053	Some-college	9.938468872	Never-married	Craft-repair	Not-in-family	White	Female	2192.032223	36.03742245	40.7698231	United-States	<=50K
32.40093896	Private	166386.2505	10th	9.938400746	Never-married	Other-service	Own-child	White	Female	2192.608854	36.0278793	40.7700909	United-States	<=50K
32.39821715	Private	166378.2956	Some-college	9.93833262	Divorced	Farming-fishing	Not-in-family	White	Female	2193.185485	36.01833615	40.7703587	United-States	<=50K
32.39549534	Private	166370.3408	Some-college	9.938264494	Married-civ-spouse	Prof-specialty	Husband	Black	Male	2193.762116	36.00879299	40.77062649	United-States	<=50K
32.39277353	Self-emp-inc	166362.3859	Doctorate	9.938196367	Married-civ-spouse	Exec-managerial	Husband	White	Male	2194.338746	35.99924984	40.77089429	United-States	>50K
32.39005171	Private	166354.4311	Some-college	9.938128241	Divorced	Exec-managerial	Unmarried	Black	Male	2194.915377	35.98970669	40.77116209	United-States	<=50K
32.3873299	Private	166346.4762	HS-grad	9.938060115	Never-married	Sales	Own-child	White	Female	2195.492008	35.98016353	40.77142989	Mexico	<=50K
32.38460809	Private	166338.5214	10th	9.937991989	Never-married	Other-service	Own-child	White	Male	2196.068639	35.97062038	40.77169768	United-States	<=50K
32.38188628	Private	166330.5665	HS-grad	9.937923863	Never-married	Sales	Own-child	White	Male	2196.645269	35.96107723	40.77196548	United-States	<=50K
32.37916446	Private	166322.6117	Some-college	9.937855736	Never-married	Craft-repair	Not-in-family	White	Male	2197.2219	35.95153407	40.77223328	United-States	<=50K
32.37644265	Private	166314.6569	Some-college	9.93778761	Divorced	Machine-op-inspct	Not-in-family	White	Male	2197.798531	35.94199092	40.77250108	United-States	<=50K
32.37372084	Private	166306.702	Bachelors	9.937719484	Married-civ-spouse	Exec-managerial	Husband	White	Male	2198.375162	35.93244777	40.77276887	United-States	>50K
32.37099903	Self-emp-not-inc	166298.7472	HS-grad	9.937651358	Married-civ-spouse	Exec-managerial	Husband	White	Male	2198.951793	35.92290461	40.77303667	United-States	>50K
32.36827721	Private	166290.7923	HS-grad	9.937583232	Separated	Adm-clerical	Unmarried	White	Female	2199.528423	35.91336146	40.77330447	United-States	<=50K
32.3655554	?	166282.8375	7th-8th	9.937515105	Separated	?	Not-in-family	White	Male	2200.105054	35.90381831	40.77357226	United-States	<=50K
32.36283359	Private	166274.8826	Some-college	9.937446979	Never-married	Tech-support	Not-in-family	White	Female	2200.681685	35.89427515	40.77384006	United-States	>50K
32.36011178	Federal-gov	166266.9278	HS-grad	9.937378853	Never-married	Handlers-cleaners	Not-in-family	White	Male	2201.258316	35.884732	40.77410786	United-States	<=50K
32.35738996	Federal-gov	166258.9729	HS-grad	9.937310727	Never-married	Adm-clerical	Own-child	White	Male	2201.834946	35.87518885	40.77437566	United-States	<=50K
32.35466815	Private	166251.0181	HS-grad	9.937242601	Married-civ-spouse	Other-service	Wife	White	Female	2202.411577	35.86564569	40.77464345	United-States	<=50K
32.35194634	Private	166243.0632	HS-grad	9.937174474	Divorced	Other-service	Not-in-family	White	Female	2202.988208	35.85610254	40.77491125	United-States	<=50K
32.34922453	State-gov	166235.1084	HS-grad	9.937106348	Married-civ-spouse	Protective-serv	Husband	White	Male	2203.564839	35.84655939	40.77517905	United-States	>50K
32.34650271	Private	166227.1535	Assoc-acdm	9.937038222	Never-married	Sales	Own-child	White	Male	2204.141469	35.83701624	40.77544685	United-States	<=50K
32.3437809	Private	166219.1987	Some-college	9.936970096	Married-civ-spouse	Craft-repair	Husband	White	Male	2204.7181	35.82747308	40.77571464	United-States	<=50K
32.34105909	Local-gov	166211.2438	HS-grad	9.93690197	Divorced	Other-service	Not-in-family	Black	Male	2205.294731	35.81792993	40.77598244	United-States	<=50K
32.33833728	Private	166203.289	Bachelors	9.936833843	Married-civ-spouse	Prof-specialty	Husband	White	Male	2205.871362	35.80838678	40.77625024	Ireland	>50K
32.33561546	Private	166195.3342	HS-grad	9.936765717	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2206.447993	35.79884362	40.77651804	United-States	>50K
32.33289365	Private	166187.3793	HS-grad	9.936697591	Divorced	Machine-op-inspct	Not-in-family	White	Male	2207.024623	35.78930047	40.77678583	United-States	<=50K
32.33017184	Private	166179.4245	HS-grad	9.936629465	Married-civ-spouse	Transport-moving	Husband	White	Male	2207.601254	35.77975732	40.77705363	United-States	>50K
32.32745003	Private	166171.4696	HS-grad	9.936561339	Widowed	Adm-clerical	Unmarried	White	Female	2208.177885	35.77021416	40.77732143	United-States	<=50K
32.32472821	Private	166163.5148	HS-grad	9.936493212	Never-married	Craft-repair	Own-child	White	Male	2208.754516	35.76067101	40.77758922	El-Salvador	<=50K
32.3220064	Private	166155.5599	HS-grad	9.936425086	Never-married	Sales	Not-in-family	White	Male	2209.331146	35.75112786	40.77785702	United-States	<=50K
32.31928459	Private	166147.6051	HS-grad	9.93635696	Never-married	Sales	Own-child	White	Male	2209.907777	35.7415847	40.77812482	?	<=50K
32.31656278	Private	166139.6502	Some-college	9.936288834	Never-married	Other-service	Own-child	White	Male	2210.484408	35.73204155	40.77839262	United-States	<=50K
32.31384096	Private	166131.6954	11th	9.936220708	Never-married	Other-service	Own-child	White	Female	2211.061039	35.7224984	40.77866041	United-States	<=50K
32.31111915	Private	166123.7405	Bachelors	9.936152581	Married-civ-spouse	Sales	Husband	White	Male	2211.637669	35.71295524	40.77892821	United-States	>50K
32.30839734	Private	166115.7857	HS-grad	9.936084455	Married-civ-spouse	Other-service	Husband	Black	Male	2212.2143	35.70341209	40.77919601	United-States	<=50K
32.30567553	Private	166107.8308	Some-college	9.936016329	Never-married	Adm-clerical	Own-child	Other	Female	2212.790931	35.69386894	40.77946381	United-States	<=50K
32.30295371	Private	166099.876	11th	9.935948203	Never-married	Sales	Own-child	White	Female	2213.367562	35.68432579	40.7797316	United-States	<=50K
32.3002319	Private	166091.9211	Some-college	9.935880077	Married-civ-spouse	Exec-managerial	Husband	White	Male	2213.944193	35.67478263	40.7799994	United-States	>50K
32.29751009	?	166083.9663	Some-college	9.93581195	Never-married	?	Own-child	White	Female	2214.520823	35.66523948	40.7802672	United-States	<=50K
32.29478828	Private	166076.0114	Some-college	9.935743824	Never-married	Other-service	Own-child	White	Female	2215.097454	35.65569633	40.780535	United-States	<=50K
32.29206646	Private	166068.0566	Some-college	9.935675698	Married-civ-spouse	Sales	Husband	White	Male	2215.674085	35.64615317	40.78080279	United-States	<=50K
32.28934465	Private	166060.1018	HS-grad	9.935607572	Married-civ-spouse	Craft-repair	Husband	White	Male	2216.250716	35.63661002	40.78107059	United-States	<=50K
32.28662284	Private	166052.1469	Doctorate	9.935539446	Married-civ-spouse	Tech-support	Husband	White	Male	2216.827346	35.62706687	40.78133839	Germany	>50K
32.28390103	Private	166044.1921	HS-grad	9.935471319	Married-spouse-absent	Other-service	Unmarried	White	Female	2217.403977	35.61752371	40.78160619	United-States	<=50K
32.28117921	Private	166036.2372	HS-grad	9.935403193	Never-married	Tech-support	Not-in-family	Black	Female	2217.980608	35.60798056	40.78187398	United-States	<=50K
32.2784574	Private	166028.2824	Some-college	9.935335067	Never-married	Tech-support	Not-in-family	White	Female	2218.557239	35.59843741	40.78214178	United-States	<=50K
32.27573559	Self-emp-inc	166020.3275	HS-grad	9.935266941	Married-civ-spouse	Exec-managerial	Husband	White	Male	2219.133869	35.58889425	40.78240958	United-States	>50K
32.27301378	Private	166012.3727	Assoc-acdm	9.935198815	Married-civ-spouse	Exec-managerial	Husband	White	Male	2219.7105	35.5793511	40.78267737	United-States	<=50K
32.27029196	Private	166004.4178	Bachelors	9.935130688	Never-married	Prof-specialty	Not-in-family	White	Male	2220.287131	35.56980795	40.78294517	United-States	>50K
32.26757015	Federal-gov	165996.463	Masters	9.935062562	Married-civ-spouse	Transport-moving	Husband	Black	Male	2220.863762	35.56026479	40.78321297	Nicaragua	<=50K
32.26484834	?	165988.5081	Some-college	9.934994436	Never-married	?	Own-child	White	Male	2221.440393	35.55072164	40.78348077	United-States	<=50K
32.26212653	Private	165980.5533	HS-grad	9.93492631	Divorced	Other-service	Own-child	White	Female	2222.017023	35.54117849	40.78374856	United-States	<=50K
32.25940471	Local-gov	165972.5984	Bachelors	9.934858184	Never-married	Prof-specialty	Not-in-family	White	Female	2222.593654	35.53163533	40.78401636	United-States	<=50K
32.2566829	Private	165964.6436	11th	9.934790057	Never-married	Craft-repair	Own-child	White	Male	2223.170285	35.52209218	40.78428416	United-States	<=50K
32.25396109	Private	165956.6887	Assoc-voc	9.934721931	Never-married	Exec-managerial	Own-child	White	Female	2223.746916	35.51254903	40.78455196	United-States	<=50K
32.25123928	State-gov	165948.7339	Assoc-acdm	9.934653805	Married-civ-spouse	Adm-clerical	Husband	White	Male	2224.323546	35.50300588	40.78481975	United-States	<=50K
32.24851746	Private	165940.7791	Some-college	9.934585679	Divorced	Exec-managerial	Not-in-family	White	Female	2224.900177	35.49346272	40.78508755	United-States	<=50K
32.24579565	Private	165932.8242	Bachelors	9.934517553	Divorced	Exec-managerial	Not-in-family	White	Male	2225.476808	35.48391957	40.78535535	United-States	<=50K
32.24307384	Self-emp-not-inc	165924.8694	Some-college	9.934449426	Separated	Craft-repair	Not-in-family	White	Male	2226.053439	35.47437642	40.78562315	United-States	<=50K
32.24035203	Private	165916.9145	Some-college	9.9343813	Married-civ-spouse	Craft-repair	Husband	White	Male	2226.630069	35.46483326	40.78589094	United-States	<=50K
32.23763021	Private	165908.9597	Assoc-voc	9.934313174	Divorced	Prof-specialty	Not-in-family	White	Female	2227.2067	35.45529011	40.78615874	United-States	>50K
32.2349084	State-gov	165901.0048	Bachelors	9.934245048	Married-civ-spouse	Exec-managerial	Husband	White	Male	2227.783331	35.44574696	40.78642654	United-States	>50K
32.23218659	Self-emp-not-inc	165893.05	HS-grad	9.934176922	Married-civ-spouse	Transport-moving	Husband	White	Male	2228.359962	35.4362038	40.78669433	United-States	<=50K
32.22946478	Self-emp-inc	165885.0951	Some-college	9.934108795	Divorced	Protective-serv	Not-in-family	White	Male	2228.936593	35.42666065	40.78696213	United-States	<=50K
32.22674296	Private	165877.1403	HS-grad	9.934040669	Married-civ-spouse	Craft-repair	Husband	White	Male	2229.513223	35.4171175	40.78722993	United-States	>50K
32.22402115	Private	165869.1854	12th	9.933972543	Never-married	Transport-moving	Own-child	White	Male	2230.089854	35.40757434	40.78749773	United-States	<=50K
32.22129934	Private	165861.2306	Bachelors	9.933904417	Married-civ-spouse	Prof-specialty	Husband	White	Male	2230.666485	35.39803119	40.78776552	United-States	>50K
32.21857753	Private	165853.2757	11th	9.933836291	Never-married	Other-service	Own-child	White	Male	2231.243116	35.38848804	40.78803332	United-States	<=50K
32.21585571	Federal-gov	165845.3209	Some-college	9.933768164	Never-married	Adm-clerical	Unmarried	White	Male	2231.819746	35.37894488	40.78830112	United-States	<=50K
32.2131339	Private	165837.366	Some-college	9.933700038	Never-married	Other-service	Own-child	White	Female	2232.396377	35.36940173	40.78856892	?	<=50K
32.21041209	Private	165829.4112	Bachelors	9.933631912	Never-married	Sales	Not-in-family	White	Male	2232.973008	35.35985858	40.78883671	United-States	<=50K
32.20769028	Private	165821.4563	Assoc-voc	9.933563786	Married-civ-spouse	Prof-specialty	Wife	White	Female	2233.549639	35.35031543	40.78910451	United-States	>50K
32.20496846	Private	165813.5015	HS-grad	9.93349566	Never-married	Other-service	Not-in-family	White	Male	2234.126269	35.34077227	40.78937231	United-States	<=50K
32.20224665	State-gov	165805.5467	Some-college	9.933427533	Married-civ-spouse	Adm-clerical	Wife	White	Female	2234.7029	35.33122912	40.78964011	United-States	>50K
32.19952484	Self-emp-not-inc	165797.5918	10th	9.933359407	Divorced	Other-service	Not-in-family	Black	Female	2235.279531	35.32168597	40.7899079	United-States	<=50K
32.19680303	Local-gov	165789.637	Some-college	9.933291281	Never-married	Protective-serv	Not-in-family	White	Male	2235.856162	35.31214281	40.7901757	Peru	<=50K
32.19408121	?	165781.6821	Some-college	9.933223155	Never-married	?	Own-child	White	Male	2236.432793	35.30259966	40.7904435	United-States	<=50K
32.1913594	Private	165773.7273	HS-grad	9.933155029	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	2237.009423	35.29305651	40.79071129	United-States	<=50K
32.18863759	Private	165765.7724	Assoc-voc	9.933086902	Married-civ-spouse	Sales	Husband	White	Male	2237.586054	35.28351335	40.79097909	United-States	>50K
32.18591578	Self-emp-not-inc	165757.8176	HS-grad	9.933018776	Married-civ-spouse	Prof-specialty	Husband	White	Male	2238.162685	35.2739702	40.79124689	United-States	<=50K
32.18319396	Private	165749.8627	Bachelors	9.93295065	Married-civ-spouse	Exec-managerial	Husband	White	Male	2238.739316	35.26442705	40.79151469	United-States	>50K
32.18047215	Private	165741.9079	5th-6th	9.932882524	Married-civ-spouse	Transport-moving	Husband	White	Male	2239.315946	35.25488389	40.79178248	United-States	>50K
32.17775034	Self-emp-not-inc	165733.953	7th-8th	9.932814398	Married-civ-spouse	Farming-fishing	Husband	White	Male	2239.892577	35.24534074	40.79205028	United-States	<=50K
32.17502853	Private	165725.9982	Bachelors	9.932746271	Never-married	Adm-clerical	Not-in-family	White	Male	2240.469208	35.23579759	40.79231808	Columbia	<=50K
32.17230671	Private	165718.0433	HS-grad	9.932678145	Never-married	Sales	Unmarried	Black	Female	2241.045839	35.22625443	40.79258588	United-States	<=50K
32.1695849	Private	165710.0885	Masters	9.932610019	Never-married	Prof-specialty	Not-in-family	White	Female	2241.622469	35.21671128	40.79285367	United-States	<=50K
32.16686309	Local-gov	165702.1336	Assoc-acdm	9.932541893	Never-married	Protective-serv	Not-in-family	White	Male	2242.1991	35.20716813	40.79312147	United-States	<=50K
32.16414128	Self-emp-not-inc	165694.1788	HS-grad	9.932473767	Married-civ-spouse	Sales	Husband	White	Male	2242.775731	35.19762497	40.79338927	United-States	<=50K
32.16141946	State-gov	165686.224	Masters	9.93240564	Married-civ-spouse	Prof-specialty	Husband	White	Male	2243.352362	35.18808182	40.79365707	United-States	>50K
32.15869765	Private	165678.2691	Some-college	9.932337514	Never-married	Other-service	Other-relative	Black	Female	2243.928993	35.17853867	40.79392486	United-States	<=50K
32.15597584	Private	165670.3143	HS-grad	9.932269388	Married-civ-spouse	Protective-serv	Husband	White	Male	2244.505623	35.16899552	40.79419266	United-States	>50K
32.15325403	?	165662.3594	Some-college	9.932201262	Married-civ-spouse	?	Husband	White	Male	2245.082254	35.15945236	40.79446046	United-States	>50K
32.15053221	Private	165654.4046	11th	9.932133136	Never-married	Prof-specialty	Own-child	White	Male	2245.658885	35.14990921	40.79472826	United-States	<=50K
32.1478104	Private	165646.4497	Bachelors	9.932065009	Divorced	Exec-managerial	Unmarried	White	Female	2246.235516	35.14036606	40.79499605	United-States	<=50K
32.14508859	?	165638.4949	Prof-school	9.931996883	Divorced	?	Not-in-family	White	Female	2246.812146	35.1308229	40.79526385	United-States	<=50K
32.14236678	?	165630.54	HS-grad	9.931928757	Separated	?	Not-in-family	Black	Female	2247.388777	35.12127975	40.79553165	United-States	<=50K
32.13964496	Private	165622.5852	10th	9.931860631	Divorced	Other-service	Not-in-family	Black	Female	2247.965408	35.1117366	40.79579944	Dominican-Republic	<=50K
32.13692315	Local-gov	165614.6303	Some-college	9.931792505	Married-civ-spouse	Protective-serv	Husband	White	Male	2248.542039	35.10219344	40.79606724	United-States	>50K
32.13420134	?	165606.6755	Some-college	9.931724378	Never-married	?	Other-relative	Black	Male	2249.118669	35.09265029	40.79633504	United-States	<=50K
32.13147953	Private	165598.7206	Some-college	9.931656252	Married-civ-spouse	Prof-specialty	Husband	White	Male	2249.6953	35.08310714	40.79660284	United-States	<=50K
32.12875771	Private	165590.7658	HS-grad	9.931588126	Never-married	Other-service	Unmarried	White	Male	2250.271931	35.07356398	40.79687063	United-States	<=50K
32.1260359	Private	165582.8109	Some-college	9.93152	Never-married	Sales	Not-in-family	White	Female	2250.848562	35.06402083	40.79713843	United-States	<=50K
32.12331409	Private	165574.8561	Some-college	9.931451874	Married-civ-spouse	Prof-specialty	Husband	White	Male	2251.425193	35.05447768	40.79740623	United-States	<=50K
32.12059228	Private	165566.9012	10th	9.931383747	Divorced	Machine-op-inspct	Not-in-family	White	Female	2252.001823	35.04493452	40.79767403	United-States	<=50K
32.11787046	?	165558.9464	Bachelors	9.931315621	Married-civ-spouse	?	Wife	White	Female	2252.578454	35.03539137	40.79794182	United-States	<=50K
32.11514865	Self-emp-not-inc	165550.9916	Some-college	9.931247495	Married-spouse-absent	Prof-specialty	Not-in-family	Black	Male	2253.155085	35.02584822	40.79820962	United-States	<=50K
32.11242684	Private	165543.0367	Some-college	9.931179369	Married-civ-spouse	Craft-repair	Husband	White	Male	2253.731716	35.01630507	40.79847742	United-States	>50K
32.10970503	Private	165535.0819	Some-college	9.931111243	Married-civ-spouse	Prof-specialty	Husband	White	Male	2254.308346	35.00676191	40.79874522	United-States	<=50K
32.10698321	Self-emp-not-inc	165527.127	HS-grad	9.931043116	Married-civ-spouse	Tech-support	Husband	White	Male	2254.884977	34.99721876	40.79901301	United-States	>50K
32.1042614	Private	165519.1722	HS-grad	9.93097499	Never-married	Adm-clerical	Not-in-family	White	Female	2255.461608	34.98767561	40.79928081	United-States	<=50K
32.10153959	Private	165511.2173	Masters	9.930906864	Never-married	Prof-specialty	Not-in-family	White	Male	2256.038239	34.97813245	40.79954861	?	>50K
32.09881778	Private	165503.2625	12th	9.930838738	Never-married	Other-service	Own-child	White	Female	2256.614869	34.9685893	40.7998164	United-States	<=50K
32.09609596	Private	165495.3076	HS-grad	9.930770612	Divorced	Transport-moving	Not-in-family	White	Male	2257.1915	34.95904615	40.8000842	United-States	<=50K
32.09337415	State-gov	165487.3528	Bachelors	9.930702485	Married-civ-spouse	Exec-managerial	Husband	White	Male	2257.768131	34.94950299	40.800352	Puerto-Rico	>50K
32.09065234	State-gov	165479.3979	Assoc-acdm	9.930634359	Never-married	Prof-specialty	Not-in-family	White	Female	2258.344762	34.93995984	40.8006198	United-States	<=50K
32.08793053	Private	165471.4431	HS-grad	9.930566233	Married-civ-spouse	Adm-clerical	Wife	White	Female	2258.921393	34.93041669	40.80088759	United-States	<=50K
32.08520871	Private	165463.4882	Assoc-voc	9.930498107	Never-married	Machine-op-inspct	Unmarried	White	Male	2259.498023	34.92087353	40.80115539	United-States	<=50K
32.0824869	?	165455.5334	HS-grad	9.930429981	Never-married	?	Other-relative	White	Male	2260.074654	34.91133038	40.80142319	El-Salvador	<=50K
32.07976509	Private	165447.5785	11th	9.930361854	Widowed	Other-service	Own-child	White	Female	2260.651285	34.90178723	40.80169099	United-States	<=50K
32.07704328	Local-gov	165439.6237	Some-college	9.930293728	Married-civ-spouse	Adm-clerical	Wife	White	Female	2261.227916	34.89224407	40.80195878	United-States	<=50K
32.07432146	Private	165431.6689	Bachelors	9.930225602	Never-married	Exec-managerial	Other-relative	White	Female	2261.804546	34.88270092	40.80222658	United-States	<=50K
32.07159965	Private	165423.714	HS-grad	9.930157476	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	2262.381177	34.87315777	40.80249438	United-States	<=50K
32.06887784	Private	165415.7592	HS-grad	9.93008935	Never-married	Craft-repair	Other-relative	White	Male	2262.957808	34.86361461	40.80276218	United-States	<=50K
32.06615603	Private	165407.8043	Some-college	9.930021223	Never-married	Exec-managerial	Own-child	White	Female	2263.534439	34.85407146	40.80302997	United-States	<=50K
32.06343421	Self-emp-inc	165399.8495	Bachelors	9.929953097	Never-married	Prof-specialty	Not-in-family	White	Female	2264.111069	34.84452831	40.80329777	United-States	>50K
32.0607124	Private	165391.8946	HS-grad	9.929884971	Separated	Other-service	Unmarried	White	Female	2264.6877	34.83498516	40.80356557	United-States	<=50K
32.05799059	Private	165383.9398	Some-college	9.929816845	Married-civ-spouse	Prof-specialty	Husband	White	Male	2265.264331	34.825442	40.80383336	United-States	>50K
32.05526878	Private	165375.9849	HS-grad	9.929748719	Married-civ-spouse	Priv-house-serv	Wife	White	Female	2265.840962	34.81589885	40.80410116	United-States	<=50K
32.05254696	?	165368.0301	Some-college	9.929680592	Never-married	?	Own-child	White	Female	2266.417593	34.8063557	40.80436896	United-States	<=50K
32.04982515	Private	165360.0752	HS-grad	9.929612466	Divorced	Machine-op-inspct	Not-in-family	Black	Female	2266.994223	34.79681254	40.80463676	United-States	<=50K
32.04710334	Private	165352.1204	Masters	9.92954434	Married-civ-spouse	Tech-support	Husband	White	Male	2267.570854	34.78726939	40.80490455	United-States	>50K
32.04438153	Private	165344.1655	Some-college	9.929476214	Never-married	Craft-repair	Unmarried	White	Male	2268.147485	34.77772624	40.80517235	United-States	<=50K
32.04165971	Private	165336.2107	Some-college	9.929408088	Never-married	Sales	Own-child	White	Male	2268.724116	34.76818308	40.80544015	United-States	<=50K
32.0389379	State-gov	165328.2558	11th	9.929339961	Separated	Adm-clerical	Unmarried	Asian-Pac-Islander	Female	2269.300746	34.75863993	40.80570795	India	<=50K
32.03621609	Private	165320.301	Some-college	9.929271835	Widowed	Machine-op-inspct	Unmarried	White	Female	2269.877377	34.74909678	40.80597574	United-States	<=50K
32.03349428	Private	165312.3461	7th-8th	9.929203709	Never-married	Other-service	Not-in-family	White	Male	2270.454008	34.73955362	40.80624354	United-States	<=50K
32.03077246	Private	165304.3913	Assoc-voc	9.929135583	Never-married	Craft-repair	Not-in-family	White	Male	2271.030639	34.73001047	40.80651134	United-States	<=50K
32.02805065	Self-emp-not-inc	165296.4365	HS-grad	9.929067457	Married-civ-spouse	Transport-moving	Husband	White	Male	2271.607269	34.72046732	40.80677914	United-States	<=50K
32.02532884	Private	165288.4816	11th	9.92899933	Never-married	Machine-op-inspct	Not-in-family	White	Female	2272.1839	34.71092416	40.80704693	United-States	<=50K
32.02260703	Private	165280.5268	Masters	9.928931204	Married-civ-spouse	Prof-specialty	Husband	White	Male	2272.760531	34.70138101	40.80731473	United-States	<=50K
32.01988521	Private	165272.5719	Bachelors	9.928863078	Married-civ-spouse	Exec-managerial	Husband	White	Male	2273.337162	34.69183786	40.80758253	United-States	<=50K
32.0171634	Private	165264.6171	Bachelors	9.928794952	Never-married	Prof-specialty	Not-in-family	White	Male	2273.913793	34.68229471	40.80785032	United-States	<=50K
32.01444159	Private	165256.6622	HS-grad	9.928726826	Married-civ-spouse	Machine-op-inspct	Husband	Asian-Pac-Islander	Male	2274.490423	34.67275155	40.80811812	Vietnam	>50K
32.01171978	Private	165248.7074	Some-college	9.928658699	Never-married	Adm-clerical	Own-child	White	Male	2275.067054	34.6632084	40.80838592	United-States	<=50K
32.00899796	Self-emp-inc	165240.7525	Prof-school	9.928590573	Married-civ-spouse	Transport-moving	Husband	White	Male	2275.643685	34.65366525	40.80865372	United-States	>50K
32.00627615	Private	165232.7977	HS-grad	9.928522447	Married-civ-spouse	Sales	Husband	White	Male	2276.220316	34.64412209	40.80892151	United-States	<=50K
32.00355434	Private	165224.8428	9th	9.928454321	Never-married	Other-service	Own-child	White	Female	2276.796946	34.63457894	40.80918931	El-Salvador	<=50K
32.00083253	Private	165216.888	HS-grad	9.928386195	Divorced	Transport-moving	Not-in-family	White	Male	2277.373577	34.62503579	40.80945711	United-States	<=50K
31.99811071	Private	165208.9331	Bachelors	9.928318068	Married-civ-spouse	Exec-managerial	Husband	White	Male	2277.950208	34.61549263	40.80972491	United-States	>50K
31.9953889	Private	165200.9783	HS-grad	9.928249942	Married-civ-spouse	Transport-moving	Husband	Black	Male	2278.526839	34.60594948	40.8099927	United-States	<=50K
31.99266709	Private	165193.0234	HS-grad	9.928181816	Divorced	Adm-clerical	Not-in-family	White	Female	2279.103469	34.59640633	40.8102605	United-States	<=50K
31.98994528	Self-emp-inc	165185.0686	Some-college	9.92811369	Married-civ-spouse	Sales	Husband	White	Male	2279.6801	34.58686317	40.8105283	United-States	>50K
31.98722346	Self-emp-not-inc	165177.1138	HS-grad	9.928045564	Married-civ-spouse	Farming-fishing	Husband	White	Male	2280.256731	34.57732002	40.8107961	United-States	>50K
31.98450165	?	165169.1589	Some-college	9.927977437	Divorced	?	Own-child	Black	Female	2280.833362	34.56777687	40.81106389	United-States	<=50K
31.98177984	Private	165161.2041	HS-grad	9.927909311	Never-married	Adm-clerical	Not-in-family	White	Female	2281.409993	34.55823371	40.81133169	United-States	<=50K
31.97905803	Private	165153.2492	Masters	9.927841185	Married-civ-spouse	Exec-managerial	Husband	White	Male	2281.986623	34.54869056	40.81159949	United-States	>50K
31.97633621	Private	165145.2944	Bachelors	9.927773059	Separated	Adm-clerical	Unmarried	White	Female	2282.563254	34.53914741	40.81186729	United-States	<=50K
31.9736144	Private	165137.3395	HS-grad	9.927704933	Married-civ-spouse	Other-service	Wife	Black	Female	2283.139885	34.52960425	40.81213508	United-States	<=50K
31.97089259	Private	165129.3847	11th	9.927636806	Never-married	Handlers-cleaners	Other-relative	Black	Female	2283.716516	34.5200611	40.81240288	United-States	<=50K
31.96817078	Local-gov	165121.4298	Masters	9.92756868	Married-civ-spouse	Prof-specialty	Husband	White	Male	2284.293146	34.51051795	40.81267068	United-States	>50K
31.96544896	Private	165113.475	HS-grad	9.927500554	Married-civ-spouse	Other-service	Husband	Asian-Pac-Islander	Male	2284.869777	34.5009748	40.81293847	Japan	>50K
31.96272715	Private	165105.5201	HS-grad	9.927432428	Never-married	Sales	Own-child	White	Female	2285.446408	34.49143164	40.81320627	United-States	<=50K
31.96000534	Private	165097.5653	Assoc-acdm	9.927364302	Never-married	Prof-specialty	Not-in-family	White	Male	2286.023039	34.48188849	40.81347407	United-States	<=50K
31.95728353	Private	165089.6104	HS-grad	9.927296175	Married-civ-spouse	Exec-managerial	Husband	White	Male	2286.599669	34.47234534	40.81374187	United-States	<=50K
31.95456171	Private	165081.6556	Some-college	9.927228049	Divorced	Farming-fishing	Unmarried	White	Female	2287.1763	34.46280218	40.81400966	United-States	<=50K
